house_price,student_grade,customer_id,record_id,transaction_id,constant_column,constant_number,almost_constant,mostly_missing,extremely_missing,income_skewed,wealth_skewed,popularity_skewed,sales_moderate_skew,purchase_timestamp,purchase_year,purchase_month,purchase_day,purchase_weekday,category_code,product_type_code,is_premium,quality_level,base_metric,duplicate_metric_1,duplicate_metric_2,duplicate_metric_3,temperature_celsius,temperature_fahrenheit,length,width,price_per_unit,quantity,feature_with_outliers,positive_with_negative_outliers,x_linear,y_quadratic,z_cubic,score_or_category,tiny_feature,huge_feature,percentage,normalized,customer_age,annual_income,study_hours,iq_score,binary_like,weird_distribution,periodic_feature
258171.20467291662,83.51875408233752,100001.0,1.0,691291.0,42,999,1,,,18190.580776178118,3120.535606330202,99.00099334071122,4195.869113999394,,2023.0,8.0,2.0,2.0,2.0,7.0,0.0,2.0,852.5711158116244,852.3884512979807,933.4708800607615,903.695791140545,4.821835644947022,40.679304160904636,8.438096875786197,8.752701352222237,55.68078499532005,79.0,100.46908342790064,43.593090159936594,1.1211321961542409,,,3.0,0.001117756754021859,1064459.71124415,51.90810304941126,0.3180148290435749,79.0,66245.79006454838,5.540338999672142,86.30140568535715,0.0,-56.38107902913427,-0.10885719962389764
236592.7561674791,91.69046340538026,100002.0,2.0,820716.0,42,999,1,,,4153.264166870211,75613.21864695278,1026.83042715973,6035.278056673703,1597550400.0,2020.0,8.0,16.0,6.0,16.0,,1.0,,,1078.9651712228879,1193.1741062894441,1124.3395450429086,,51.84428140046734,9.964969638832638,7.784054361575723,59.836558022777595,44.0,115.77484986236323,46.91494547181365,0.05431559022141818,0.21230891618774994,0.6154853828604989,99.0,0.001075219002225128,976686.2944684756,1.1812125771586968,-0.6088779572525203,,48507.060333852976,5.71106501506995,88.65032240982548,0.0,-43.92531059803388,-0.052839315898653955
232252.21452499277,100.0,100003.0,3.0,867379.0,42,999,1,,,27554.4285824384,178877.74219693473,,3494.7045194239035,1582261200.0,2020.0,2.0,21.0,4.0,45.0,4.0,,4.0,,,1036.8495452918526,981.0993176499313,9.680247584893355,49.42444565280804,,6.5339369810085515,52.33004620487686,9.0,94.92464526475958,36.29159363534367,-0.8905010716769539,-0.5720416437168838,-1.8454280517471227,3.0,0.001183808348284667,1166954.3312240874,66.51595898791827,0.09648186299098938,32.0,248093.05043786368,6.66886927529002,94.42817596325197,0.0,-44.96268289699276,-0.08834509633064173
217540.30651862986,100.0,,4.0,546008.0,42,999,1,,,67739.84842918845,9408.689096303215,200295.811687705,6306.027599782413,,2021.0,7.0,17.0,5.0,37.0,1.0,,2.0,734.4029920696771,726.8901753790333,814.8751238147801,760.6024025203562,20.022215808329026,68.03998845499225,11.238908996054914,7.955944250037123,,71.0,,49.771116438109615,0.9204696723244827,4.525993102019422,,25.0,0.0009794614040994187,984992.8075682098,32.614762252573506,0.03663407214980774,55.0,62575.21297637244,7.172436008892943,110.58269295597384,0.0,-46.327050589778345,0.2263875531008251
158751.73779056914,100.0,100005.0,5.0,584267.0,42,999,1,,,6391.745743801646,44387.05894290492,17950.805977834905,2065.9063635308735,,2021.0,5.0,16.0,6.0,1.0,1.0,1.0,,905.3696980440388,891.6130947491496,986.2648422824024,963.635702567689,7.089568642581906,44.76122355664743,7.120767759057728,8.868532174493883,66.55041724312026,31.0,917.732679775345,58.474941173246904,1.7723301990441414,11.103041938375592,1.6360142329722143,10.0,0.0009013387743879255,949161.392005394,77.93750926715963,0.23442799927012614,24.0,100296.15244392924,7.717820541652195,116.27268443866775,0.0,-55.82971403296854,
,69.01191690437871,100006.0,6.0,913687.0,42,999,1,,,78398.24132889992,50918.954392121086,18186.29696205529,1233.21326612517,1617336000.0,2021.0,,2.0,4.0,72.0,4.0,0.0,2.0,1182.0281695477574,1172.6963594838098,1311.117605314135,1233.1557587946977,,82.65909218744528,11.697768036808311,9.189559514969124,39.052785930444585,99.0,105.33463476963705,58.28044000659572,0.14847982309026658,0.16768712230289384,1.7051846106875768,3.0,0.0010494548188215579,,94.16233151992441,-0.7232203752585684,,95841.38736789899,3.6105401063010305,91.55330052301888,0.0,-43.305477180736254,0.1263069559171324
211300.95380504828,100.0,,7.0,699914.0,42,999,1,,,1166.521550267104,263498.12201377295,1681.5318334176727,155.10498873962615,1602475200.0,2020.0,10.0,12.0,0.0,82.0,6.0,0.0,,1028.009923776323,,1123.863417947808,1063.1260788338375,21.015545214468453,69.82798138604322,9.78887513016812,8.52770701426269,48.60107766366278,67.0,78.9077950090996,64.66642104481389,-0.0913377671955107,-0.662902299860302,-0.017778210196679883,10.0,0.0010834189522774566,1159712.7930700134,39.0372321159284,0.9722317507731948,,164423.13423304338,8.231490236685282,93.90529060689735,0.0,-46.80200982589301,0.21321740301229908
274590.00379937235,39.659004146692624,100008.0,8.0,940893.0,42,999,1,,,64273.03436668281,2014.9932996090974,354.2263109149837,,1595908800.0,2020.0,7.0,,1.0,14.0,4.0,,3.0,1049.144547492787,1058.9349228481876,1137.9774878023666,1099.0473856116155,18.03448164544013,64.46206696179223,9.291690532950872,13.4668628728592,71.57240337972904,15.0,111.17795049901814,46.22034009052115,0.9303791467843535,4.410407164665724,-0.36428752713760437,100.0,0.0011082591555202997,931110.6834784609,53.338415377135505,-0.9255023913054785,65.0,46233.163298368316,2.1738232244278444,87.39562812719038,0.0,-54.43205300512463,0.3659126288369513
200834.99930381132,100.0,100009.0,9.0,817750.0,42,999,1,,,29032.621629864792,2806.0807633360528,1251965.323202543,10297.285444478639,1697515200.0,2023.0,10.0,17.0,1.0,21.0,,,1.0,811.9991556213413,794.063605768644,897.6425132758933,882.9624366570479,17.32792410949569,63.19026339709224,9.513466327989919,4.542405745768018,56.595756773090926,94.0,65.8460907877978,47.98395946343696,-1.4329997799851941,-0.8792109127961331,-8.117476077455256,10.0,0.0010936394618325507,1112721.1702259758,32.33496095641176,0.6131039703754662,,64659.52065279108,8.414351597480968,129.82668003425363,0.0,-49.14245594648011,0.09306683670575608
175080.54909409967,100.0,100010.0,10.0,856605.0,42,999,1,,,19540.806513493226,8256.311563534156,209.5058438597204,3199.753343643945,1674277200.0,2023.0,1.0,21.0,5.0,94.0,6.0,,2.0,1069.4856574460703,1081.6170956628969,1188.6460913973417,1131.8923119424685,30.56848930078745,87.02328074141741,8.1220856568705,7.217719191850899,40.41449791231456,,113.6875810679565,80.66423227700929,-0.575488962304381,-0.4253097145197675,-0.1441729126018112,3.0,0.00102083967657764,1007894.3277103934,18.827566154147057,-0.802738526270512,53.0,50057.59283650546,7.625452438570154,90.48606164699395,0.0,-55.930114385092466,0.3016047723281404
